uid, ndata, decay, undecay, delete, restore, category_anon, category_reveal
8211, 9, 11435, 21857, 22150, 34487, 4220, 11894
8221, 7, 14273, 19063, 14825, 29133, 2166, 8835
8231, 2, 6676, 14309, 10234, 15161, 3416, 11045
8241, 4, 7347, 17608, 10298, 17049, 2357, 9087
8251, 6, 10459, 19149, 20449, 21493, 3486, 10399
8261, 6, 12960, 17145, 13208, 25863, 3884, 13016
8271, 6, 9015, 17094, 12640, 18316, 4208, 12069
8281, 7, 9891, 19837, 15620, 21569, 4101, 10822
8291, 3, 7023, 14538, 13573, 15948, 1955, 8699
8301, 9, 16086, 22202, 17630, 25551, 2584, 9076
8311, 9, 12543, 23748, 24892, 29339, 2691, 8921
8321, 5, 9209, 17550, 13763, 19777, 2247, 8704
8331, 6, 9289, 19164, 14442, 20048, 3566, 10734
8341, 5, 9530, 18369, 14200, 19755, 1878, 8540
8351, 5, 8255, 16091, 12208, 18785, 2239, 8879
8361, 3, 7306, 14323, 10224, 15576, 3118, 11251
8371, 3, 6862, 14432, 9086, 15053, 2459, 8656
8381, 3, 6654, 14445, 14113, 14967, 3394, 10890
8391, 1, 6991, 11007, 6856, 11321, 1880, 8692
8401, 3, 6759, 13762, 8880, 14872, 3082, 11003
8411, 2, 6538, 16372, 10030, 14820, 3124, 10966
8421, 2, 6834, 14225, 10397, 18234, 2069, 9075
8431, 4, 7203, 14623, 11189, 16395, 3297, 11250
8441, 6, 9772, 18563, 13177, 26925, 3605, 11821
8451, 3, 6995, 14281, 9335, 15053, 3244, 11245
8461, 5, 8957, 19223, 13793, 18832, 3416, 11410
8471, 4, 8346, 15984, 12109, 16816, 3226, 11101
8481, 5, 9493, 16719, 12518, 19098, 2302, 8531
8491, 3, 7394, 17089, 10693, 15908, 2038, 8970
8501, 3, 7380, 15123, 11156, 16370, 1955, 9194
8511, 4, 8124, 15740, 10789, 17183, 3510, 10982
8521, 5, 9927, 22922, 14473, 19817, 4401, 12384
8531, 4, 9114, 16650, 12313, 17946, 3476, 11187
8541, 5, 8264, 16576, 11306, 18453, 3933, 11054
8551, 1, 5322, 11685, 7002, 12137, 1998, 9299
8561, 2, 6519, 13159, 9261, 14391, 2100, 9191
8571, 6, 9504, 17862, 13391, 20549, 2710, 8854
8581, 2, 6101, 13247, 12111, 13914, 3796, 11728
8591, 2, 7736, 11938, 7232, 12834, 3380, 10586
8601, 3, 6667, 13708, 9126, 15766, 2414, 9265
8611, 2, 7087, 14311, 10884, 15030, 1879, 8912
8621, 6, 9733, 19237, 14702, 20991, 2992, 10641
8631, 1, 5597, 11912, 6882, 11837, 1918, 8899
8641, 4, 8666, 17139, 13194, 18496, 2000, 8740
8651, 2, 6988, 13601, 8658, 14598, 1886, 8796
8661, 2, 6624, 13306, 10214, 14466, 2013, 8512
8671, 5, 8369, 16126, 12237, 18131, 3893, 12053
8681, 3, 6945, 13967, 8667, 14185, 3264, 10672
8691, 5, 7851, 15985, 11138, 18314, 2048, 9049
8701, 8, 11984, 22877, 17308, 24756, 4057, 10721
8711, 3, 7312, 14064, 9364, 15137, 2012, 8720
8721, 5, 8142, 16423, 11011, 18009, 2026, 8675
8731, 2, 5790, 11963, 6919, 13078, 1921, 8721
8741, 5, 8379, 18128, 12403, 19023, 3622, 11013
8751, 4, 8583, 16254, 13432, 19055, 3405, 11314
8761, 7, 10180, 19512, 13525, 20773, 4392, 13172
8771, 4, 6573, 14315, 8944, 14923, 3161, 10385
8781, 6, 10240, 19180, 14900, 21051, 3543, 11334
8791, 12, 15051, 29079, 23781, 31357, 2554, 8894
8801, 3, 7227, 14735, 9888, 15687, 1911, 9182
8811, 3, 6644, 14263, 8716, 14438, 3346, 11035
8821, 5, 8667, 17073, 13075, 18617, 2142, 8631
8831, 4, 8312, 15339, 11137, 16781, 4261, 12488
8841, 5, 8588, 16745, 12820, 19221, 2011, 8507
8851, 5, 8301, 16988, 12631, 18208, 3783, 11756
8861, 6, 9539, 17986, 13274, 20603, 3564, 11847
8871, 7, 9044, 17972, 12359, 20137, 3793, 11898
8881, 4, 8552, 17924, 17840, 19912, 4063, 11444
8891, 8, 11459, 21854, 17306, 24916, 4626, 11643
8901, 7, 10860, 21202, 16890, 32932, 3743, 11221
8911, 3, 6679, 13539, 8415, 14518, 2344, 9257
8921, 3, 6982, 13924, 12897, 15865, 1992, 9043
8931, 2, 7903, 12146, 7507, 12987, 3385, 11050
8941, 3, 7392, 14485, 9167, 18103, 1950, 8378
8951, 5, 8011, 20360, 12144, 17893, 2200, 9081
8961, 3, 7053, 15894, 13567, 15278, 3495, 10668
8971, 7, 13490, 18650, 13404, 27077, 4313, 11556
8981, 6, 10398, 19764, 15374, 21687, 2400, 8648
8991, 6, 9211, 17834, 13408, 20421, 5059, 14472
9001, 1, 5183, 10961, 8901, 11587, 1750, 8859
9011, 2, 8346, 12955, 7552, 14449, 3254, 10991
9021, 6, 10227, 24761, 15703, 20906, 2427, 8977
9031, 4, 7440, 14713, 9524, 15668, 3391, 11042
9041, 3, 7623, 13977, 9528, 18728, 3827, 11151
9051, 1, 5058, 10847, 8746, 12341, 3425, 10795
9061, 6, 13879, 18605, 13968, 26799, 3652, 10682
9071, 5, 8139, 15849, 10770, 22480, 3336, 11318
9081, 3, 7281, 14387, 10463, 15812, 1934, 8577
9091, 7, 11368, 25982, 15793, 22205, 2238, 8775
9101, 1, 5196, 11855, 6349, 11359, 1870, 8751
9111, 2, 6535, 15378, 10276, 14674, 2169, 8820
9121, 1, 5135, 11280, 9323, 11620, 1914, 8702
9131, 2, 8348, 12514, 8509, 14994, 1921, 8963
9141, 5, 8167, 19778, 11927, 17773, 2433, 8327
9151, 7, 10237, 25667, 22043, 29141, 2381, 9082
9161, 3, 8782, 13067, 8194, 13480, 3541, 10648
9171, 1, 5423, 11490, 9628, 12046, 1857, 8678
9181, 5, 11610, 16692, 12732, 24068, 3884, 11219
9191, 3, 7163, 15427, 8103, 16283, 1958, 8851
9201, 4, 8356, 16517, 12427, 17576, 2220, 8636
9211, 3, 6726, 15901, 11809, 14210, 1917, 8800
9221, 4, 10147, 14437, 9501, 18637, 3446, 10465
9231, 2, 6302, 14904, 9171, 16228, 1998, 8630
9241, 3, 6652, 13774, 9275, 15277, 2365, 8973
9251, 4, 8073, 18733, 15479, 16796, 3650, 10655
9261, 2, 8348, 12353, 10640, 13261, 3375, 10760
9271, 3, 10776, 18391, 11413, 16804, 2330, 9201
9281, 3, 8005, 15854, 11584, 20091, 3901, 10380
9291, 4, 8156, 15394, 15347, 17063, 3424, 11043
9301, 4, 10014, 17889, 9270, 16207, 2274, 9034
9311, 4, 7351, 17236, 9640, 19680, 3658, 12108
9321, 3, 8420, 16032, 11834, 21143, 3467, 11596
9331, 5, 9865, 18394, 14222, 25147, 2047, 9004
9341, 7, 10910, 20551, 15992, 30013, 3927, 11122
9351, 4, 7950, 16025, 16033, 17960, 3546, 10398
9361, 4, 11512, 15886, 11933, 17953, 2095, 8880
9371, 10, 13009, 31869, 19981, 37911, 5345, 14723
9381, 3, 6693, 12928, 8024, 16818, 1954, 8862
9391, 3, 6604, 15713, 9112, 14408, 4332, 12880
9401, 4, 7550, 15481, 11785, 19761, 3555, 10980
9411, 2, 5819, 12628, 8325, 13174, 4300, 12075
9421, 4, 6904, 14396, 12544, 15852, 2045, 8842
9431, 4, 11864, 16349, 11740, 17566, 3478, 10809
9441, 9, 13900, 35344, 22477, 29415, 4150, 10327
9451, 8, 10929, 26721, 20571, 22878, 2235, 8497
9461, 1, 6400, 11905, 7345, 12665, 3174, 11664
9471, 7, 10730, 19693, 16164, 23016, 4896, 12363
9481, 5, 9668, 18560, 18830, 26429, 2057, 8913
9491, 5, 12405, 17264, 13268, 24666, 3634, 10734
9501, 2, 6179, 12936, 8881, 14276, 3450, 11150
9511, 4, 7576, 14924, 10649, 16070, 1840, 8764
9521, 8, 10871, 26824, 15301, 23338, 4564, 12560
9531, 5, 8940, 21371, 17066, 18187, 3910, 12217
9541, 5, 11733, 16561, 12306, 22497, 2220, 9013
9551, 6, 10197, 18895, 13544, 20359, 3732, 10542
9561, 0, 4004, 10515, 4882, 10319, 1635, 9166
9571, 6, 9652, 18643, 13985, 19828, 4109, 11112
9581, 6, 9392, 17748, 16676, 24310, 3843, 11236
9591, 5, 13183, 17413, 19760, 19772, 2206, 8974
9601, 3, 7050, 13996, 11186, 15564, 3313, 10968
9611, 6, 9585, 17788, 13160, 19543, 3587, 10697
9621, 1, 5108, 11909, 6937, 11806, 1844, 8918
9631, 7, 9440, 18683, 13257, 20731, 3309, 10926
9641, 2, 6271, 12957, 8497, 13897, 1847, 8887
9651, 2, 6947, 12721, 8587, 13822, 3172, 10986
9661, 2, 5570, 12164, 7205, 12760, 1977, 8520
9671, 7, 10365, 20224, 16037, 22667, 4507, 12284
9681, 9, 11627, 22390, 20082, 34749, 4281, 11860
9691, 7, 10505, 19889, 15976, 21704, 2229, 8788
9701, 6, 8919, 17753, 12087, 19949, 3210, 10084
9711, 0, 4294, 9804, 4922, 10251, 1796, 8999
9721, 2, 6747, 12800, 8123, 13621, 1929, 9153
9731, 5, 9799, 18639, 14546, 20459, 2019, 8871
9741, 6, 10164, 19386, 15454, 21695, 2040, 8856
9751, 2, 6338, 13172, 9241, 14362, 3525, 10705
9761, 4, 8379, 16165, 12041, 17755, 2025, 8919
9771, 1, 5451, 11641, 7043, 12065, 1882, 9118
9781, 4, 7023, 14469, 9489, 15427, 2036, 8803
9791, 3, 7096, 13723, 10962, 15353, 3460, 10636
9801, 3, 6831, 14399, 9984, 15214, 1904, 8826
9811, 1, 5496, 11653, 7406, 12365, 1686, 8963
9821, 8, 12387, 22658, 19670, 25857, 3708, 11071
9831, 4, 7980, 15451, 15918, 17057, 3819, 10634
9841, 7, 9904, 19388, 17648, 20984, 3946, 12001
9851, 2, 9779, 14102, 9682, 16831, 3331, 10252
9861, 6, 9701, 19142, 13892, 19686, 3475, 10785
9871, 6, 9015, 17797, 11841, 24510, 3676, 11679
9881, 4, 8454, 16917, 11853, 23388, 2009, 8450
9891, 3, 7445, 14632, 10723, 16078, 3124, 11154
9901, 3, 7102, 17564, 16462, 16068, 1874, 8980
9911, 7, 10632, 20336, 14905, 22991, 4222, 11930
9921, 4, 6748, 14013, 8566, 14974, 3264, 10933
9931, 5, 9399, 17417, 13696, 20080, 2008, 8899
9941, 0, 3949, 9939, 4772, 10464, 2061, 9326
9951, 3, 7155, 14319, 12754, 14983, 3181, 10513
9961, 6, 12829, 18053, 14301, 20569, 3232, 11896
9971, 2, 8875, 12898, 8100, 13761, 2198, 9006
9981, 3, 6903, 16745, 9437, 14811, 2157, 8957
9991, 3, 7906, 15122, 11509, 15880, 3773, 10709
10001, 4, 7801, 16559, 16282, 18111, 1951, 9032
10011, 6, 14629, 19823, 15663, 22292, 2105, 9031
10021, 3, 7075, 14475, 9262, 15569, 4362, 12436
10031, 7, 11867, 22367, 23809, 24409, 3969, 11471
10041, 3, 9394, 13362, 8938, 14701, 3525, 10827
10051, 2, 6617, 15793, 12394, 16687, 3030, 11352
10061, 5, 11034, 15170, 10422, 21560, 3649, 10643
10071, 4, 6891, 17953, 13581, 16293, 3513, 11101
10081, 7, 15442, 20645, 17084, 30935, 4027, 10184
10091, 0, 3885, 9740, 7204, 9719, 1586, 8690
10101, 4, 10985, 16242, 13632, 18904, 2111, 9320
10111, 6, 9281, 18416, 12155, 20289, 3525, 10813
10121, 2, 6221, 13034, 8361, 13429, 1856, 8983
10131, 5, 8287, 17429, 10530, 18124, 3525, 11188
10141, 1, 5080, 11756, 6927, 12198, 1835, 9172
10151, 7, 10491, 20131, 14275, 21172, 3601, 10718
10161, 4, 7651, 15265, 11020, 16557, 2058, 9132
10171, 7, 10727, 20266, 15373, 22954, 4421, 13603
10181, 3, 7643, 14889, 10518, 16453, 1960, 9194
10191, 5, 8048, 17306, 11700, 17929, 3602, 10706
10201, 4, 7399, 15607, 11241, 16788, 3789, 11620
10211, 7, 11062, 19722, 15974, 23039, 3459, 11343
10221, 4, 7133, 14584, 8842, 18653, 1822, 8937
10231, 4, 7868, 16176, 11914, 22446, 1790, 8404
10241, 4, 8351, 17632, 13978, 19081, 3905, 11384
10251, 2, 6183, 12775, 8334, 13263, 3257, 10589
10261, 9, 12195, 23753, 17849, 25486, 4919, 13336
10271, 3, 7136, 14464, 10283, 16071, 1917, 8693
10281, 6, 9001, 18671, 13500, 21058, 3926, 12008
10291, 8, 10629, 21649, 15403, 23751, 4595, 13169
10301, 7, 10070, 19419, 13522, 21010, 4478, 12809
10311, 5, 9593, 18362, 20279, 21135, 4028, 11925
10321, 6, 11449, 16412, 11306, 18701, 3795, 11331
10331, 2, 5976, 12529, 8483, 13215, 2001, 8804
10341, 4, 7533, 15313, 10821, 17664, 1946, 8521
10351, 5, 7558, 15979, 10020, 17331, 3491, 10535
10361, 5, 9199, 17310, 13228, 19609, 3571, 10899
10371, 5, 9201, 17647, 15298, 19841, 3777, 11184
10381, 2, 6027, 12543, 8259, 13567, 3546, 11040
10391, 2, 6052, 13068, 8182, 13620, 2056, 9021
10401, 5, 9823, 17524, 13052, 20008, 4179, 13109
10411, 3, 7381, 14847, 10505, 16087, 1955, 9003
10421, 5, 8034, 16709, 12623, 17860, 3846, 12613
10431, 5, 7870, 16448, 11186, 17451, 2092, 8920
10441, 3, 6717, 13420, 8850, 15398, 2039, 8569
10451, 6, 9354, 18797, 14349, 20612, 3724, 11100
10461, 8, 11189, 22316, 16761, 23255, 3631, 11289
10471, 7, 8807, 18301, 13791, 19930, 4381, 13576
10481, 1, 5197, 11906, 7190, 12019, 2920, 11235
10491, 5, 9749, 18694, 15152, 20080, 2093, 8737
10501, 5, 10594, 18968, 15569, 20406, 4395, 13585
10511, 5, 10347, 18459, 11575, 18632, 3525, 11732
10521, 2, 6448, 13888, 9698, 14459, 1954, 8631
10531, 2, 5355, 11974, 7084, 12398, 1768, 8805
10541, 7, 11071, 20552, 15779, 22193, 3492, 10586
10551, 5, 8015, 17409, 12340, 18712, 4093, 11695
10561, 4, 7475, 14729, 9680, 15908, 1916, 8878
10571, 7, 10850, 20967, 15646, 23542, 3925, 11444
10581, 1, 5343, 11844, 7651, 12675, 1900, 8709
10591, 4, 7780, 15694, 11175, 17027, 1886, 8913
10601, 4, 7492, 15212, 10391, 16610, 3479, 10660
10611, 3, 6699, 13495, 8288, 14565, 1918, 8865
10621, 2, 6859, 13127, 8400, 13843, 1992, 8730
10631, 2, 5301, 12740, 7187, 12681, 1902, 8427
10641, 4, 7657, 15826, 10514, 16744, 3870, 11341
10651, 3, 7134, 14324, 10401, 15403, 3090, 10434
10661, 2, 5592, 12745, 8363, 13365, 1955, 8475
10671, 2, 5915, 12719, 8585, 13657, 1993, 8506
10681, 6, 9590, 19317, 21722, 21952, 4393, 10738
10691, 7, 12008, 22247, 17567, 24281, 3683, 11399
10701, 3, 7657, 16129, 11677, 18367, 2417, 8949
10711, 5, 8609, 17083, 17415, 18897, 3983, 12202
10721, 1, 7274, 11014, 6104, 11524, 1829, 8874
10731, 4, 7646, 18976, 10699, 17125, 4233, 12220
10741, 7, 10070, 19346, 18859, 21968, 3956, 12135
10751, 4, 11317, 15774, 11972, 17220, 2414, 8776
10761, 1, 5275, 11388, 9240, 12351, 1838, 8644
10771, 5, 11997, 16759, 12798, 18948, 3533, 10554
10781, 3, 7833, 15105, 11570, 17923, 2240, 8589
10791, 5, 8159, 16304, 15326, 17867, 1941, 9296
10801, 7, 12297, 20199, 20223, 23422, 4241, 12222
10811, 3, 10106, 13855, 9915, 14971, 1875, 8686
10821, 1, 5181, 11179, 6860, 12043, 1732, 8641
10831, 1, 5281, 11849, 6984, 12519, 1753, 8448
10841, 4, 8090, 16014, 11729, 18094, 2025, 9096
10851, 5, 8920, 21454, 12621, 18981, 2113, 8619
10861, 2, 5225, 12369, 7073, 12832, 3913, 10967
10871, 5, 9134, 17304, 17915, 19246, 1927, 8389
10881, 1, 7902, 11448, 7907, 12704, 1672, 8826
10891, 5, 8411, 16422, 12348, 17694, 3733, 11794
10901, 4, 8079, 16443, 14181, 18225, 2303, 8754
10911, 1, 7015, 11242, 8736, 11273, 1760, 8932
10921, 6, 11750, 16471, 11507, 18647, 2463, 8643
10931, 3, 7555, 17757, 14758, 15846, 1821, 8247
10941, 5, 10861, 15679, 11142, 17153, 3675, 11683
10951, 8, 11286, 21500, 16094, 25210, 4117, 11790
10961, 5, 8118, 17098, 11267, 18666, 3485, 10903
10971, 4, 7075, 14204, 10263, 16419, 3745, 11797
10981, 2, 6031, 12488, 8051, 13177, 1830, 8980
10991, 3, 6699, 14037, 8846, 14690, 1804, 8961
11001, 2, 5868, 12310, 7741, 13330, 3195, 10793
11011, 4, 7715, 15778, 11195, 17091, 3909, 11686
11021, 1, 5301, 11784, 9647, 12120, 2978, 11126
11031, 2, 5956, 12690, 7633, 13077, 2894, 10719
11041, 7, 10234, 20407, 15329, 21730, 3306, 10105
11051, 4, 8316, 16917, 12793, 19359, 1828, 8715
11061, 4, 7527, 14930, 10512, 16798, 1921, 8465
11071, 1, 5891, 12333, 8691, 13198, 1909, 8859
11081, 7, 8525, 16522, 10376, 18352, 4797, 13089
11091, 1, 5395, 11540, 7918, 12045, 2555, 9323
11101, 5, 9749, 22622, 12408, 17769, 2531, 8819
11111, 8, 11076, 20367, 22066, 23773, 3840, 10786
11121, 6, 13638, 18826, 15130, 21542, 3466, 10821
11131, 3, 7252, 13824, 10421, 15379, 1967, 8703
11141, 8, 10334, 20072, 13372, 21237, 4179, 12359
11151, 4, 8208, 15616, 12214, 17798, 3513, 10849
11161, 4, 8738, 17140, 16646, 18677, 3565, 10885
11171, 6, 12625, 17914, 11873, 25103, 3741, 11863
11181, 5, 9669, 18027, 14451, 19589, 1931, 8644
11191, 4, 7858, 16095, 10641, 17971, 2022, 8637
11201, 8, 10269, 20189, 16252, 23549, 4236, 12902
11211, 5, 9094, 16854, 12734, 18834, 3490, 10482
11221, 9, 12960, 26451, 22718, 28415, 4986, 14739
11231, 5, 8831, 16737, 12122, 20017, 2041, 9193
11241, 5, 8820, 17683, 12463, 18688, 3883, 11547
11251, 4, 8653, 17123, 12726, 18805, 2171, 9325
11261, 7, 9880, 19651, 13963, 21354, 3687, 11246
11271, 5, 8797, 16926, 11715, 18483, 2191, 9230
11281, 4, 9623, 17759, 13274, 18943, 3495, 10824
11291, 1, 5641, 11255, 6554, 11890, 1818, 9193
11301, 6, 10178, 17115, 13265, 18999, 4069, 11957
11311, 5, 9250, 18289, 15219, 21182, 3647, 11109
11321, 6, 9848, 18470, 13622, 20731, 3878, 10368
11331, 2, 5602, 12202, 6886, 12625, 3225, 10789
11341, 2, 5933, 12829, 7785, 13362, 2148, 8804
11351, 5, 9097, 17272, 13861, 21676, 2245, 9145
11361, 2, 7497, 13462, 9736, 14549, 3417, 10889
11371, 3, 6808, 13745, 9464, 15852, 3627, 11198
11381, 3, 6508, 13055, 8557, 14439, 1868, 8556
11391, 6, 9574, 17668, 15923, 20051, 3887, 10547
11401, 0, 3880, 9878, 7240, 10016, 1839, 8803
11411, 6, 14342, 19832, 17260, 22697, 2069, 9078
11421, 7, 10414, 19548, 13573, 21228, 2257, 8901
11431, 2, 5913, 14784, 8345, 13490, 3139, 11428
11441, 2, 6426, 13089, 8720, 14563, 1953, 8664
11451, 4, 7979, 15395, 11732, 16483, 3163, 10787
11461, 2, 6029, 12624, 10041, 14084, 1950, 9023
11471, 6, 9222, 16755, 11903, 19137, 3453, 10873
11481, 3, 6613, 13665, 9314, 15037, 1837, 8268
11491, 5, 9407, 18180, 14449, 20146, 3402, 10549
11501, 7, 10087, 19707, 32247, 24780, 4765, 13702
11511, 5, 8487, 16208, 11340, 17739, 3797, 10913
11521, 2, 5845, 13172, 9648, 13924, 1933, 8873
11531, 6, 8933, 18420, 13287, 19777, 4311, 12202
11541, 5, 9693, 18479, 14223, 26326, 3753, 10673
11551, 3, 6486, 13879, 8088, 14696, 3480, 11577
11561, 3, 7887, 16067, 11649, 17084, 2023, 8879
11571, 6, 9636, 19220, 15323, 21340, 3959, 11689
11581, 2, 7121, 13682, 9849, 14662, 1839, 8934
11591, 6, 8201, 16816, 11125, 17913, 4045, 12178
11601, 3, 6903, 13585, 8121, 16384, 3313, 10781
11611, 3, 7678, 14663, 10912, 16242, 1953, 8829
11621, 6, 9162, 23138, 14327, 20054, 3343, 10664
11631, 6, 9589, 17985, 12914, 20487, 5516, 14770
11641, 1, 5541, 11711, 7490, 12893, 1861, 8871
11651, 3, 6376, 13160, 8495, 14077, 3139, 10981
11661, 5, 8252, 15696, 10224, 17898, 4563, 12140
11671, 8, 11391, 19678, 15341, 23218, 4383, 12137
11681, 3, 6904, 14116, 9259, 15425, 2027, 8599
11691, 4, 8179, 15554, 11293, 16653, 3224, 10279
11701, 1, 5914, 12428, 8596, 13103, 1448, 8715
11711, 4, 7750, 15121, 10119, 17103, 2127, 8915
11721, 5, 8705, 17050, 12534, 17702, 2145, 8496
11731, 7, 11457, 21929, 17063, 23736, 4586, 15037
11741, 5, 8547, 17898, 11772, 18500, 3559, 11021
11751, 3, 6449, 13524, 9499, 14817, 3779, 11643
11761, 6, 9770, 18286, 21153, 20630, 4230, 12877
11771, 4, 9468, 16077, 12581, 18654, 2018, 9726
11781, 4, 9130, 15640, 11982, 17560, 2019, 8917
11791, 2, 6582, 12936, 8661, 13983, 3366, 10284
11801, 4, 7453, 15054, 10480, 16380, 1944, 8778
11811, 5, 9308, 17490, 14272, 19121, 3382, 10532
11821, 2, 5903, 12692, 7897, 13251, 1683, 8899
11831, 2, 5588, 11832, 7057, 12382, 1826, 8995
11841, 6, 10187, 19139, 15406, 22341, 3887, 10894
11851, 5, 8082, 16094, 11059, 18118, 3406, 10659
11861, 8, 12035, 22870, 17713, 24735, 4015, 11942
11871, 5, 8625, 16578, 12920, 18966, 4191, 11451
11881, 4, 8360, 16195, 12070, 17785, 3846, 11055
11891, 2, 5993, 12853, 7956, 13316, 2011, 8842
11901, 7, 11489, 22206, 24965, 24292, 3494, 10477
11911, 7, 10960, 20744, 27343, 24150, 4305, 12085
11921, 2, 6694, 12728, 8450, 13925, 2019, 9158
11931, 3, 6094, 13385, 8257, 14169, 3802, 13536
11941, 4, 8125, 16158, 12746, 17734, 3844, 10942
11951, 5, 9228, 18307, 15020, 21588, 1931, 9039
11961, 3, 6672, 14307, 8785, 15326, 1799, 9099
11971, 5, 8913, 16920, 13113, 19010, 4371, 13095
11981, 3, 7338, 13750, 8505, 14412, 2121, 8730
11991, 5, 10143, 18491, 14299, 19952, 3555, 10546
12001, 4, 7148, 14015, 8987, 15570, 3169, 10280
12011, 4, 7968, 15273, 10453, 16452, 3568, 10815
12021, 9, 12309, 23735, 19969, 26798, 4548, 12416
12031, 7, 11374, 20481, 16309, 22620, 4373, 12607
12041, 5, 8140, 16228, 10956, 17305, 2070, 9411
12051, 4, 9009, 17316, 13261, 18661, 3522, 10891
12061, 3, 7713, 15370, 17756, 17034, 1891, 9012
12071, 5, 8740, 17135, 14006, 20065, 2114, 9064
12081, 5, 9505, 17637, 12886, 19600, 3617, 11280
12091, 5, 8721, 17155, 12329, 19050, 3267, 11258
12101, 4, 7805, 15382, 10613, 16384, 3303, 10909
12111, 2, 6396, 13214, 9135, 14228, 3306, 10799
12121, 3, 7075, 14140, 9952, 15390, 3681, 10874
12131, 3, 6827, 14116, 8729, 14626, 3751, 12199
12141, 6, 9264, 17838, 12488, 18706, 2116, 8831
12151, 7, 9293, 18736, 13374, 22057, 3873, 12002
12161, 4, 8285, 20673, 19494, 18151, 3160, 10843
12171, 2, 6725, 13850, 9922, 14443, 2038, 8973
12181, 3, 7264, 14656, 10452, 15600, 4679, 13531
12191, 4, 8560, 15275, 9710, 16788, 3573, 11010
12201, 4, 7715, 15939, 10359, 17049, 3531, 11353
12211, 31, 32227, 84591, 69667, 63834, 5824, 14116
12221, 19, 20104, 51081, 30027, 41412, 6482, 16619
12231, 12, 14942, 27543, 23001, 32155, 4114, 12447
12241, 15, 17454, 43884, 25988, 36436, 5463, 15523
12251, 22, 23424, 40639, 44293, 60906, 5940, 13599
12261, 19, 20021, 36717, 31131, 42405, 5222, 13768
